region_id,month,sri_score,sri_category
Puducherry,2025-09,-0.6964519065893235,Stable
Puducherry,2025-09,-0.27237146171327825,Stable
Puducherry,2025-09,-0.3428652416739111,Stable
Puducherry,2025-09,-0.5340980671310026,Stable
Puducherry,2025-09,1.060470856726263,Fragile
Puducherry,2025-09,1.9168636091831002,Fragile
Puducherry,2025-09,0.662737223283148,Fragile
Puducherry,2025-09,0.08923411226554895,Stable
Puducherry,2025-09,0.08929522831778458,Stable
Puducherry,2025-09,0.0029958852544509917,Stable
Puducherry,2025-09,0.2823978708861672,Stable
Puducherry,2025-09,2.2808279520324963,Fragile
Puducherry,2025-09,1.185070918262016,Fragile
Puducherry,2025-09,0.0752151896890425,Stable
Puducherry,2025-09,0.5244851027318701,Vulnerable
Puducherry,2025-09,0.11416881147698443,Stable
Puducherry,2025-09,0.48901784769698076,Vulnerable
Puducherry,2025-09,-0.34787447432120133,Stable
Puducherry,2025-09,-0.34188479004463174,Stable
Puducherry,2025-09,-0.32839314978080664,Stable
Puducherry,2025-09,1.3850325477213628,Fragile
Puducherry,2025-09,0.42091400813729357,Vulnerable
Puducherry,2025-09,-0.11714993213091168,Stable
Puducherry,2025-09,1.6685334709393076,Fragile
Puducherry,2025-09,1.1251038619964313,Fragile
Puducherry,2025-09,1.724462078551106,Fragile
Puducherry,2025-09,1.1378460407494737,Fragile
Puducherry,2025-09,0.03036716528438116,Stable
Puducherry,2025-09,-0.23381620449322305,Stable
Puducherry,2025-09,-0.029280539249015747,Stable
Puducherry,2025-09,-0.18577726544152906,Stable
Puducherry,2025-09,0.8173525420652223,Fragile
Puducherry,2025-09,1.9168636091831002,Fragile
Puducherry,2025-09,0.662737223283148,Fragile
Puducherry,2025-09,0.08923411226554895,Stable
Puducherry,2025-09,0.08929522831778458,Stable
Puducherry,2025-09,0.0029958852544509917,Stable
Puducherry,2025-09,0.2823978708861672,Stable
Puducherry,2025-09,2.2808279520324963,Fragile
Puducherry,2025-09,1.185070918262016,Fragile
Puducherry,2025-09,0.0752151896890425,Stable
Puducherry,2025-09,0.5244851027318701,Vulnerable
Puducherry,2025-09,0.11416881147698443,Stable
Puducherry,2025-09,0.48901784769698076,Vulnerable
Puducherry,2025-09,-0.34787447432120133,Stable
Puducherry,2025-09,-0.34188479004463174,Stable
Puducherry,2025-09,-0.32839314978080664,Stable
Puducherry,2025-09,1.3850325477213628,Fragile
Puducherry,2025-09,0.42091400813729357,Vulnerable
Puducherry,2025-09,-0.11714993213091168,Stable
Puducherry,2025-09,1.6685334709393076,Fragile
Puducherry,2025-09,1.1251038619964313,Fragile
Puducherry,2025-09,1.724462078551106,Fragile
Puducherry,2025-09,1.1378460407494737,Fragile
Puducherry,2025-09,0.7452017655535667,Fragile
Puducherry,2025-09,0.23702271651534393,Stable
Puducherry,2025-09,-0.059299113030365086,Stable
Puducherry,2025-09,-0.06525425318766642,Stable
Puducherry,2025-09,1.8709808806464454,Fragile
Puducherry,2025-09,1.3006828701578845,Fragile
Puducherry,2025-09,0.5582873302008061,Vulnerable
Puducherry,2025-09,0.867312401225934,Fragile
Puducherry,2025-09,0.6436087559872032,Fragile
Puducherry,2025-09,0.5536134591851694,Vulnerable
Puducherry,2025-09,-0.6994614733675464,Stable
Puducherry,2025-09,1.2311698782891383,Fragile
Puducherry,2025-09,0.5303385624219924,Vulnerable
Puducherry,2025-09,0.48923226797435765,Vulnerable
Puducherry,2025-09,0.22382519653189178,Stable
Puducherry,2025-09,0.542464207331115,Vulnerable
Puducherry,2025-09,0.15485392677944476,Stable
Puducherry,2025-09,-0.3566042823463502,Stable
Puducherry,2025-09,-0.5340213698480969,Stable
Puducherry,2025-09,-0.5646330665148402,Stable
Puducherry,2025-09,0.06619061741308212,Stable
Puducherry,2025-09,-0.2518739583196022,Stable
Puducherry,2025-09,-0.43444517981361397,Stable
Puducherry,2025-09,0.24980534564537615,Stable
Puducherry,2025-09,0.6911171955047672,Fragile
Puducherry,2025-09,0.13749049290910248,Stable
Puducherry,2025-09,-0.08144847919855497,Stable
Puducherry,2025-09,1.3506513771609034,Fragile
Puducherry,2025-09,0.9139970246848302,Fragile
Puducherry,2025-09,-0.017579388073415747,Stable
Puducherry,2025-09,-0.181499089789179,Stable
Puducherry,2025-09,0.171101087102267,Stable
Puducherry,2025-09,-0.13648976581215694,Stable
Puducherry,2025-09,-0.5334515291712715,Stable
Puducherry,2025-09,-0.06924771663200355,Stable
Puducherry,2025-09,-0.19268669278009457,Stable
Puducherry,2025-09,-0.23558281330634084,Stable
Puducherry,2025-09,2.8631844303697216,Fragile
Puducherry,2025-09,2.2393023290862555,Fragile
Puducherry,2025-09,0.17990741498155183,Stable
Puducherry,2025-09,0.4061610988011808,Vulnerable
Puducherry,2025-09,0.1065467599036693,Stable
Puducherry,2025-09,0.04903947698419575,Stable
Puducherry,2025-09,0.33002772879734915,Vulnerable
Puducherry,2025-09,0.7058781431745585,Fragile
Puducherry,2025-09,-0.034334556956624074,Stable
Puducherry,2025-09,-0.055772606869482294,Stable
Puducherry,2025-09,1.0691462400819534,Fragile
Puducherry,2025-09,0.6951168964406342,Fragile
Puducherry,2025-09,0.41125835785661446,Vulnerable
Puducherry,2025-09,-0.10649534910218492,Stable
Puducherry,2025-09,0.6906377652738693,Fragile
Puducherry,2025-09,0.0863554087571525,Stable
Puducherry,2025-09,1.2159007915249396,Fragile
Puducherry,2025-09,0.678343345289202,Fragile
Puducherry,2025-09,0.03069235213732005,Stable
Puducherry,2025-09,-0.17142361282520155,Stable
Puducherry,2025-09,0.1350790286029056,Stable
Puducherry,2025-09,-0.1399949865706659,Stable
Puducherry,2025-09,-0.49900827921846813,Stable
Puducherry,2025-09,-0.17205528826846928,Stable
Puducherry,2025-09,-0.24904945780867338,Stable
Puducherry,2025-09,-0.246604051497906,Stable
Puducherry,2025-09,1.9324326426299478,Fragile
Puducherry,2025-09,1.595391359707794,Fragile
Puducherry,2025-09,0.18930840280280467,Stable
Puducherry,2025-09,0.3752036416757205,Vulnerable
Puducherry,2025-09,0.11963104875122177,Stable
Puducherry,2025-09,0.07490316203607572,Stable
Puducherry,2025-09,0.16802647067152632,Stable
Puducherry,2025-09,0.4587951794369347,Vulnerable
Puducherry,2025-09,-0.016458220226409997,Stable
Puducherry,2025-09,-0.01970447204788134,Stable
Puducherry,2025-09,0.5917362444507963,Vulnerable
Puducherry,2025-09,0.2921900001731539,Stable
Puducherry,2025-09,0.33856237377683057,Vulnerable
Puducherry,2025-09,-0.13066908703135113,Stable
Puducherry,2025-09,0.26648290013790127,Stable
Puducherry,2025-09,-0.15827416191379765,Stable
Puducherry,2025-09,1.3153525551211396,Fragile
Puducherry,2025-09,0.8951442440618623,Fragile
Puducherry,2025-09,-0.04419954838130345,Stable
Puducherry,2025-09,-0.18149908978917867,Stable
Puducherry,2025-09,0.17110108710226718,Stable
Puducherry,2025-09,-0.13648976581215674,Stable
Puducherry,2025-09,-0.533451529171272,Stable
Puducherry,2025-09,-0.0692477166320043,Stable
Puducherry,2025-09,-0.19268669278009573,Stable
Puducherry,2025-09,-0.23558281330634212,Stable
Puducherry,2025-09,2.8631844303697207,Fragile
Puducherry,2025-09,2.2393023290862555,Fragile
Puducherry,2025-09,0.17990741498155172,Stable
Puducherry,2025-09,0.4061610988011808,Vulnerable
Puducherry,2025-09,0.10654675990366919,Stable
Puducherry,2025-09,0.04903947698419564,Stable
Puducherry,2025-09,0.33002772879734865,Vulnerable
Puducherry,2025-09,0.7058781431745581,Fragile
Puducherry,2025-09,-0.034334556956624684,Stable
Puducherry,2025-09,-0.05577260686948296,Stable
Puducherry,2025-09,1.0691462400819527,Fragile
Puducherry,2025-09,0.6951168964406336,Fragile
Puducherry,2025-09,0.411258357856614,Vulnerable
Puducherry,2025-09,-0.10649534910218567,Stable
Puducherry,2025-09,-0.09601420895406668,Stable
Puducherry,2025-09,-0.39894740510304494,Stable
Puducherry,2025-09,-0.36074860804632203,Stable
Puducherry,2025-09,-0.33086913442291616,Stable
Puducherry,2025-09,2.111266724019246,Fragile
Puducherry,2025-09,1.1586006562986586,Fragile
Puducherry,2025-09,0.17196217951644027,Stable
Puducherry,2025-09,-0.14104851594560372,Stable
Puducherry,2025-09,1.0548595905483953,Fragile
Puducherry,2025-09,0.9300197597035259,Fragile
Puducherry,2025-09,-0.13693884728342812,Stable
Puducherry,2025-09,-0.3963268843216813,Stable
Puducherry,2025-09,1.794532436398615,Fragile
Puducherry,2025-09,1.273632958620518,Fragile
Puducherry,2025-09,-0.0934320254759462,Stable
Puducherry,2025-09,0.863226821666647,Fragile
Puducherry,2025-09,0.3304900963638874,Vulnerable
Puducherry,2025-09,0.43963986099221325,Vulnerable
Puducherry,2025-09,0.03794098676141722,Stable
Puducherry,2025-09,0.6640300016861187,Fragile
Puducherry,2025-09,0.4248502299475044,Vulnerable
Puducherry,2025-09,-0.3961472699581284,Stable
Puducherry,2025-09,-0.5848770515755091,Stable
Puducherry,2025-09,2.0749395155239974,Fragile
Puducherry,2025-09,0.767940051470835,Fragile
Puducherry,2025-09,-0.2797413100441404,Stable
Puducherry,2025-09,-0.06171816724207796,Stable
Puducherry,2025-09,-0.03937719260680806,Stable
Puducherry,2025-09,1.6180552446627847,Fragile
Puducherry,2025-09,1.1586006562986586,Fragile
Puducherry,2025-09,0.17196217951644027,Stable
Puducherry,2025-09,-0.14104851594560372,Stable
Puducherry,2025-09,1.0548595905483953,Fragile
Puducherry,2025-09,0.9300197597035261,Fragile
Puducherry,2025-09,-0.13693884728342803,Stable
Puducherry,2025-09,-0.3963268843216813,Stable
Puducherry,2025-09,1.7945324363986153,Fragile
Puducherry,2025-09,1.273632958620518,Fragile
Puducherry,2025-09,-0.0934320254759462,Stable
Puducherry,2025-09,0.8632268216666472,Fragile
Puducherry,2025-09,0.3304900963638874,Vulnerable
Puducherry,2025-09,0.43963986099221325,Vulnerable
Puducherry,2025-09,0.03794098676141722,Stable
Puducherry,2025-09,0.6640300016861187,Fragile
Puducherry,2025-09,0.4248502299475044,Vulnerable
Puducherry,2025-09,-0.3961472699581284,Stable
Puducherry,2025-09,-0.5848770515755091,Stable
Puducherry,2025-09,2.0749395155239974,Fragile
Puducherry,2025-09,0.7679400514708351,Fragile
Puducherry,2025-09,-0.27974131004414027,Stable
Puducherry,2025-09,-0.061718167242077765,Stable
Puducherry,2025-09,-0.03937719260680806,Stable
Puducherry,2025-09,1.6180552446627847,Fragile
Puducherry,2025-09,1.1586006562986586,Fragile
Puducherry,2025-09,0.17196217951644044,Stable
Puducherry,2025-09,-0.14104851594560355,Stable
Puducherry,2025-09,1.0548595905483957,Fragile
Puducherry,2025-09,0.9300197597035263,Fragile
Puducherry,2025-09,-0.13693884728342776,Stable
Puducherry,2025-09,-0.39632688432168095,Stable
Puducherry,2025-09,1.7945324363986153,Fragile
Puducherry,2025-09,1.2736329586205184,Fragile
