region_id,month,cbr_score,risk_band
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.12391716690307124,Low
Puducherry,2025-09,0.07549546448356624,Low
Puducherry,2025-09,3.1853967649395027,Critical
Puducherry,2025-09,1.5149190110762154,Critical
Puducherry,2025-09,-0.1829678048434713,Low
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,3.05601249183209,Critical
Puducherry,2025-09,0.01644482654316637,Low
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,3.783634659099415,Critical
Puducherry,2025-09,-0.26912222795248375,Low
Puducherry,2025-09,3.05601249183209,Critical
Puducherry,2025-09,0.01644482654316637,Low
Puducherry,2025-09,1.6007681572974408,Critical
Puducherry,2025-09,0.5875789355344663,Elevated
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,2.3283903245647655,Critical
Puducherry,2025-09,0.30201188103881627,Emerging
Puducherry,2025-09,3.05601249183209,Critical
Puducherry,2025-09,2.9269334956124653,Critical
Puducherry,2025-09,-0.26912222795248375,Low
Puducherry,2025-09,0.8731459900301162,Critical
Puducherry,2025-09,0.6737333586434785,Elevated
Puducherry,2025-09,0.47432072725684105,Emerging
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.07549546448356624,Low
Puducherry,2025-09,-0.12391716690307124,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.22362348259639003,Low
Puducherry,2025-09,-0.12391716690307124,Low
Puducherry,2025-09,-0.024210851209752526,Low
Puducherry,2025-09,0.07549546448356624,Low
Puducherry,2025-09,0.17520178017688492,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,1.730152430404853,Critical
Puducherry,2025-09,0.4313961541462285,Emerging
Puducherry,2025-09,-0.010658958625446247,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,1.0025302631375284,Critical
Puducherry,2025-09,0.7169632086418785,Critical
Puducherry,2025-09,-0.010658958625446247,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,1.730152430404853,Critical
Puducherry,2025-09,1.1590183214135532,Critical
Puducherry,2025-09,-0.2962260131210962,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.2749080958702037,Low
Puducherry,2025-09,0.17520178017688492,Low
Puducherry,2025-09,0.07549546448356624,Low
Puducherry,2025-09,-0.024210851209752526,Low
Puducherry,2025-09,-0.12391716690307124,Low
Puducherry,2025-09,-0.22362348259639003,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
Puducherry,2025-09,-0.3233297982897087,Low
